EVALUACIÓN SOBRE CARPETA (modelo M + cascada 9-12)
==================================================

Carpeta imágenes: C:\Users\jlaco\OneDrive\Escritorio\1\Procesado de Señales Multimedia\Proyecto\ProyectoPSM\Database\SEGMENTED_local

[   1/1923] 01_000_10_001.jpg | REAL=01 | PRED_BASE=01 | PRED_FINAL=01 | REF=none | ORI=000/10 (s=0.904 g=0.025) | OK
[ 936/1923] 06_315_40_002.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/40 (s=0.946 g=0.355) | OK
[ 937/1923] 06_315_40_003.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/40 (s=0.983 g=0.416) | OK
[ 938/1923] 06_315_40_004.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/40 (s=0.870 g=0.241) | OK
[ 939/1923] 06_315_40_005.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/40 (s=0.965 g=0.347) | OK
[ 940/1923] 06_315_70_001.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/70 (s=0.963 g=0.208) | OK
[ 941/1923] 06_315_70_002.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/70 (s=0.967 g=0.209) | OK
[ 942/1923] 06_315_70_003.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/70 (s=0.967 g=0.209) | OK
[ 943/1923] 06_315_70_004.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/70 (s=0.866 g=0.127) | OK
[ 944/1923] 06_315_70_005.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/70 (s=0.860 g=0.102) | OK
[ 945/1923] 06_315_90_001.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/90 (s=0.943 g=0.103) | OK
[ 946/1923] 06_315_90_002.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/90 (s=0.942 g=0.101) | OK
[ 947/1923] 06_315_90_003.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/90 (s=0.940 g=0.096) | OK
[ 948/1923] 06_315_90_004.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/90 (s=0.985 g=0.237) | OK
[ 949/1923] 06_315_90_005.jpg | REAL=06 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | ORI=315/90 (s=0.985 g=0.238) | OK
[ 950/1923] 07_000_10_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/10 (s=0.994 g=0.320) | OK
[ 951/1923] 07_000_10_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/10 (s=0.994 g=0.319) | OK
[ 952/1923] 07_000_10_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/10 (s=0.998 g=0.319) | OK
[ 953/1923] 07_000_10_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/10 (s=0.998 g=0.320) | OK
[ 954/1923] 07_000_10_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/10 (s=0.998 g=0.319) | OK
[ 955/1923] 07_000_40_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/40 (s=0.984 g=0.229) | OK
[ 956/1923] 07_000_40_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/40 (s=0.985 g=0.220) | OK
[ 957/1923] 07_000_40_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/40 (s=0.942 g=0.206) | OK
[ 958/1923] 07_000_40_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/40 (s=0.940 g=0.209) | OK
[ 959/1923] 07_000_40_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/40 (s=0.941 g=0.210) | OK
[ 960/1923] 07_000_70_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/70 (s=0.956 g=0.118) | OK
[ 961/1923] 07_000_70_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/70 (s=0.956 g=0.120) | OK
[ 962/1923] 07_000_70_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/70 (s=0.989 g=0.119) | OK
[ 963/1923] 07_000_70_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/70 (s=0.989 g=0.122) | OK
[ 964/1923] 07_000_70_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/70 (s=0.989 g=0.120) | OK
[ 965/1923] 07_000_90_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/90 (s=0.983 g=0.118) | OK
[ 966/1923] 07_000_90_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/90 (s=0.982 g=0.123) | OK
[ 967/1923] 07_000_90_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/90 (s=0.929 g=0.112) | OK
[ 968/1923] 07_000_90_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/90 (s=0.928 g=0.110) | OK
[ 969/1923] 07_000_90_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=000/90 (s=0.929 g=0.111) | OK
[ 970/1923] 07_045_10_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/10 (s=0.982 g=0.337) | OK
[ 971/1923] 07_045_10_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/10 (s=0.984 g=0.343) | OK
[ 972/1923] 07_045_10_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/10 (s=0.936 g=0.311) | OK
[ 973/1923] 07_045_10_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/10 (s=0.940 g=0.289) | OK
[ 974/1923] 07_045_10_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/10 (s=0.931 g=0.284) | OK
[ 975/1923] 07_045_40_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/40 (s=0.992 g=0.195) | OK
[ 976/1923] 07_045_40_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/40 (s=0.992 g=0.197) | OK
[ 977/1923] 07_045_40_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/40 (s=0.972 g=0.167) | OK
[ 978/1923] 07_045_40_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/40 (s=0.971 g=0.165) | OK
[ 979/1923] 07_045_40_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/40 (s=0.975 g=0.165) | OK
[ 980/1923] 07_045_70_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/70 (s=0.975 g=0.075) | OK
[ 981/1923] 07_045_70_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/70 (s=0.976 g=0.078) | OK
[ 982/1923] 07_045_70_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/70 (s=0.994 g=0.118) | OK
[ 983/1923] 07_045_70_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/70 (s=0.993 g=0.118) | OK
[ 984/1923] 07_045_70_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/70 (s=0.994 g=0.118) | OK
[ 985/1923] 07_045_90_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/90 (s=0.992 g=0.096) | OK
[ 986/1923] 07_045_90_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/90 (s=0.992 g=0.096) | OK
[ 987/1923] 07_045_90_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/90 (s=0.998 g=0.110) | OK
[ 988/1923] 07_045_90_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/90 (s=0.998 g=0.110) | OK
[ 989/1923] 07_045_90_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=045/90 (s=0.998 g=0.109) | OK
[ 990/1923] 07_090_10_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/10 (s=0.829 g=0.080) | OK
[ 991/1923] 07_090_10_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/10 (s=0.832 g=0.077) | OK
[ 992/1923] 07_090_10_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/10 (s=0.998 g=0.213) | OK
[ 993/1923] 07_090_10_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/10 (s=0.997 g=0.219) | OK
[ 994/1923] 07_090_10_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/10 (s=0.998 g=0.215) | OK
[ 995/1923] 07_090_40_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/40 (s=0.988 g=0.322) | OK
[ 996/1923] 07_090_40_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/40 (s=0.983 g=0.322) | OK
[ 997/1923] 07_090_40_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/40 (s=0.996 g=0.300) | OK
[ 998/1923] 07_090_40_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/40 (s=0.993 g=0.293) | OK
[ 999/1923] 07_090_40_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/40 (s=0.993 g=0.288) | OK
[1000/1923] 07_090_70_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/70 (s=0.929 g=0.050) | OK
[1001/1923] 07_090_70_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/70 (s=0.933 g=0.042) | OK
[1002/1923] 07_090_70_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/70 (s=0.982 g=0.165) | OK
[1003/1923] 07_090_70_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/70 (s=0.984 g=0.165) | OK
[1004/1923] 07_090_70_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/70 (s=0.984 g=0.164) | OK
[1005/1923] 07_090_90_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/90 (s=0.991 g=0.134) | OK
[1006/1923] 07_090_90_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/90 (s=0.990 g=0.132) | OK
[1007/1923] 07_090_90_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/90 (s=0.998 g=0.128) | OK
[1008/1923] 07_090_90_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/90 (s=0.998 g=0.129) | OK
[1009/1923] 07_090_90_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=090/90 (s=0.998 g=0.130) | OK
[1010/1923] 07_135_10_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/10 (s=0.933 g=0.196) | OK
[1011/1923] 07_135_10_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/10 (s=0.934 g=0.193) | OK
[1012/1923] 07_135_10_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/10 (s=0.983 g=0.221) | OK
[1013/1923] 07_135_10_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/10 (s=0.975 g=0.219) | OK
[1014/1923] 07_135_10_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/10 (s=0.983 g=0.219) | OK
[1015/1923] 07_135_40_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/40 (s=0.993 g=0.229) | OK
[1016/1923] 07_135_40_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/40 (s=0.993 g=0.228) | OK
[1017/1923] 07_135_40_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/40 (s=0.971 g=0.181) | OK
[1018/1923] 07_135_40_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/40 (s=0.976 g=0.188) | OK
[1019/1923] 07_135_40_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/40 (s=0.977 g=0.189) | OK
[1020/1923] 07_135_70_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/70 (s=0.987 g=0.116) | OK
[1021/1923] 07_135_70_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/70 (s=0.992 g=0.098) | OK
[1022/1923] 07_135_70_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/70 (s=0.985 g=0.108) | OK
[1023/1923] 07_135_70_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/70 (s=0.985 g=0.104) | OK
[1024/1923] 07_135_70_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/70 (s=0.985 g=0.102) | OK
[1025/1923] 07_135_90_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/90 (s=0.999 g=0.105) | OK
[1026/1923] 07_135_90_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/90 (s=0.999 g=0.105) | OK
[1027/1923] 07_135_90_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/90 (s=0.997 g=0.102) | OK
[1028/1923] 07_135_90_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/90 (s=0.997 g=0.101) | OK
[1029/1923] 07_135_90_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=135/90 (s=0.997 g=0.099) | OK
[1030/1923] 07_180_10_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/10 (s=0.972 g=0.282) | OK
[1031/1923] 07_180_10_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/10 (s=0.972 g=0.284) | OK
[1032/1923] 07_180_10_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/10 (s=0.991 g=0.260) | OK
[1033/1923] 07_180_10_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/10 (s=0.992 g=0.264) | OK
[1034/1923] 07_180_10_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/10 (s=0.990 g=0.263) | OK
[1035/1923] 07_180_40_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/40 (s=0.948 g=0.178) | OK
[1036/1923] 07_180_40_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/40 (s=0.949 g=0.178) | OK
[1037/1923] 07_180_40_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/40 (s=0.987 g=0.178) | OK
[1038/1923] 07_180_40_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/40 (s=0.988 g=0.178) | OK
[1039/1923] 07_180_40_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/40 (s=0.987 g=0.180) | OK
[1040/1923] 07_180_70_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/70 (s=0.979 g=0.067) | OK
[1041/1923] 07_180_70_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/70 (s=0.979 g=0.070) | OK
[1042/1923] 07_180_70_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/70 (s=0.995 g=0.089) | OK
[1043/1923] 07_180_70_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/70 (s=0.994 g=0.089) | OK
[1044/1923] 07_180_70_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/70 (s=0.994 g=0.089) | OK
[1045/1923] 07_180_90_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/90 (s=0.986 g=0.075) | OK
[1046/1923] 07_180_90_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/90 (s=0.989 g=0.081) | OK
[1047/1923] 07_180_90_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/90 (s=0.997 g=0.078) | OK
[1048/1923] 07_180_90_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/90 (s=0.997 g=0.081) | OK
[1049/1923] 07_180_90_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=180/90 (s=0.997 g=0.078) | OK
[1050/1923] 07_225_10_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/10 (s=0.985 g=0.343) | OK
[1051/1923] 07_225_10_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/10 (s=0.990 g=0.341) | OK
[1052/1923] 07_225_10_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/10 (s=0.958 g=0.289) | OK
[1053/1923] 07_225_10_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/10 (s=0.962 g=0.289) | OK
[1054/1923] 07_225_10_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/10 (s=0.965 g=0.296) | OK
[1055/1923] 07_225_40_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/40 (s=0.917 g=0.316) | OK
[1056/1923] 07_225_40_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/40 (s=0.919 g=0.334) | OK
[1057/1923] 07_225_40_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/40 (s=0.980 g=0.342) | OK
[1058/1923] 07_225_40_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/40 (s=0.979 g=0.341) | OK
[1059/1923] 07_225_40_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/40 (s=0.980 g=0.343) | OK
[1060/1923] 07_225_70_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/70 (s=0.986 g=0.160) | OK
[1061/1923] 07_225_70_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/70 (s=0.987 g=0.159) | OK
[1062/1923] 07_225_70_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/70 (s=0.996 g=0.149) | OK
[1063/1923] 07_225_70_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/70 (s=0.997 g=0.156) | OK
[1064/1923] 07_225_70_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/70 (s=0.997 g=0.156) | OK
[1065/1923] 07_225_90_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/90 (s=0.993 g=0.162) | OK
[1066/1923] 07_225_90_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/90 (s=0.993 g=0.162) | OK
[1067/1923] 07_225_90_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/90 (s=0.998 g=0.153) | OK
[1068/1923] 07_225_90_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/90 (s=0.998 g=0.153) | OK
[1069/1923] 07_225_90_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=225/90 (s=0.998 g=0.153) | OK
[1070/1923] 07_270_10_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/10 (s=0.992 g=0.226) | OK
[1071/1923] 07_270_10_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/10 (s=0.994 g=0.224) | OK
[1072/1923] 07_270_10_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/10 (s=0.976 g=0.186) | OK
[1073/1923] 07_270_10_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/10 (s=0.977 g=0.190) | OK
[1074/1923] 07_270_10_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/10 (s=0.977 g=0.186) | OK
[1075/1923] 07_270_40_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/40 (s=0.947 g=0.294) | OK
[1076/1923] 07_270_40_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/40 (s=0.947 g=0.293) | OK
[1077/1923] 07_270_40_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/40 (s=0.987 g=0.314) | OK
[1078/1923] 07_270_40_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/40 (s=0.986 g=0.313) | OK
[1079/1923] 07_270_40_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/40 (s=0.986 g=0.312) | OK
[1080/1923] 07_270_70_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/70 (s=0.981 g=0.113) | OK
[1081/1923] 07_270_70_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/70 (s=0.983 g=0.117) | OK
[1082/1923] 07_270_70_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/70 (s=0.996 g=0.155) | OK
[1083/1923] 07_270_70_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/70 (s=0.996 g=0.153) | OK
[1084/1923] 07_270_70_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/70 (s=0.996 g=0.156) | OK
[1085/1923] 07_270_90_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/90 (s=0.995 g=0.148) | OK
[1086/1923] 07_270_90_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/90 (s=0.994 g=0.142) | OK
[1087/1923] 07_270_90_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/90 (s=0.998 g=0.141) | OK
[1088/1923] 07_270_90_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/90 (s=0.999 g=0.141) | OK
[1089/1923] 07_270_90_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=270/90 (s=0.999 g=0.141) | OK
[1090/1923] 07_315_10_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/10 (s=0.983 g=0.313) | OK
[1091/1923] 07_315_10_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/10 (s=0.984 g=0.318) | OK
[1092/1923] 07_315_10_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/10 (s=0.992 g=0.315) | OK
[1093/1923] 07_315_10_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/10 (s=0.994 g=0.322) | OK
[1094/1923] 07_315_10_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/10 (s=0.993 g=0.306) | OK
[1095/1923] 07_315_40_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/40 (s=0.994 g=0.207) | OK
[1096/1923] 07_315_40_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/40 (s=0.995 g=0.209) | OK
[1097/1923] 07_315_40_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/40 (s=0.989 g=0.193) | OK
[1098/1923] 07_315_40_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/40 (s=0.989 g=0.194) | OK
[1099/1923] 07_315_40_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/40 (s=0.988 g=0.191) | OK
[1100/1923] 07_315_70_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/70 (s=0.971 g=0.047) | OK
[1101/1923] 07_315_70_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/70 (s=0.973 g=0.047) | OK
[1102/1923] 07_315_70_003.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/70 (s=0.993 g=0.101) | OK
[1103/1923] 07_315_70_004.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/70 (s=0.993 g=0.102) | OK
[1104/1923] 07_315_70_005.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/70 (s=0.993 g=0.102) | OK
[1105/1923] 07_315_90_001.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/90 (s=0.989 g=0.097) | OK
[1106/1923] 07_315_90_002.jpg | REAL=07 | PRED_BASE=07 | PRED_FINAL=07 | REF=none | ORI=315/90 (s=0.990 g=0.094) | OK
